base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6645161290322581,0.48447789275634995,0.3731996447943299,0.25160445053695735
MLP,0.6499477533960293,0.5851364063969896,0.523251437119798,0.3893630905734984
logistic,0.6854190585533869,0.561618062088429,0.525470153223597,0.37486404232145076
