base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6197718631178707,0.46001881467544686,0.31221880429464816,0.23704380423490454
MLP,0.5543032786885246,0.5089369708372531,0.3959292204292427,0.3465110535585634
logistic,0.6219806763285024,0.48447789275634995,0.3940503961151681,0.276948341727592
