base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.648124191461837,0.47130761994355597,0.37878756133198854,0.24188279839426957
MLP,0.5547808764940239,0.5239887111947319,0.39935248910937815,0.35954254846269007
logistic,0.6595492289442467,0.5230479774223895,0.5162193935375887,0.2954064475365744
