base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6585677749360613,0.48447789275634995,0.30664172453120464,0.2495387213106933
MLP,0.6065573770491803,0.522107243650047,0.4740628638068365,0.37487760951490434
logistic,0.6348684210526315,0.5446848541862653,0.5092777135208575,0.37918924599412374
