base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.640764331210191,0.47318908748824084,0.3525353406287783,0.24607138392173397
MLP,0.6030701754385965,0.5174035747883349,0.45014509372450423,0.35922862222503393
logistic,0.6589595375722543,0.5362182502351834,0.4806736193317176,0.3512040184667071
