base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6211340206185567,0.45343367826904984,0.32232699409543397,0.23303050580651277
MLP,0.5925176946410515,0.5512699905926622,0.46382479606455657,0.3570666424011619
logistic,0.6224944320712695,0.5258701787394168,0.4955314784115624,0.3436809667710606
