base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6166253101736973,0.46754468485418627,0.3611456519129691,0.24213741362364843
MLP,0.5502702702702703,0.47883349012229537,0.35320730681166684,0.30161525244479104
logistic,0.5750551876379691,0.4901222953904045,0.38769353376942894,0.31435577588119235
