base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6276202219482121,0.47883349012229537,0.34339015457721267,0.2471308341979616
MLP,0.5765575501583949,0.5136406396989652,0.3919066006337026,0.33424896163052004
logistic,0.5896076352067868,0.5230479774223895,0.40783484077475995,0.3308283543328504
