base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6530880420499343,0.46754468485418627,0.3500835257708429,0.24258941403391213
MLP,0.6033834586466166,0.6039510818438382,0.4371297966604827,0.42153673114834594
logistic,0.6945137157107232,0.5239887111947319,0.4380495354717604,0.28297153251978735
