base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6472148541114059,0.4590780809031044,0.3486881546905912,0.23499811174797813
MLP,0.5736738703339882,0.5493885230479775,0.4215147370877323,0.37179430757789655
logistic,0.648936170212766,0.5164628410159925,0.4331410621703162,0.2954490459304173
