base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6499372647427855,0.4873000940733772,0.303599558123346,0.2514158415235818
MLP,0.6373748609566184,0.5390404515522107,0.516580506133824,0.38129086285462216
logistic,0.6812428078250863,0.5569143932267169,0.5255653159742366,0.360980735986404
