base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.64,0.4816556914393227,0.3192251376439922,0.252857874027228
MLP,0.6375404530744336,0.5559736594543744,0.5574114863143804,0.38189430349279563
logistic,0.6957040572792362,0.548447789275635,0.6533654893952489,0.3136088062857494
