base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6446173800259404,0.46754468485418627,0.3309635720352879,0.2406275770192816
MLP,0.6442307692307693,0.5672624647224835,0.48490452783190235,0.40313889331366787
logistic,0.6812428078250863,0.5569143932267169,0.5255653159742366,0.360980735986404
