base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6331592689295039,0.45625587958607716,0.34673545097678504,0.23163603329332677
MLP,0.538899430740038,0.5343367826904986,0.3885756466513152,0.36972081410394786
logistic,0.60734149054505,0.5136406396989652,0.4328538903333798,0.3208822092503206
