base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6398362892223738,0.4412041392285983,0.2763938772744823,0.2238320826716736
MLP,0.5839195979899497,0.5465663217309501,0.4555643482764461,0.37208679413749934
logistic,0.6529411764705882,0.522107243650047,0.41651754996980306,0.2793849464248368
