base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6552631578947369,0.4684854186265287,0.36674739412283236,0.24722145598767453
MLP,0.633221850613155,0.5343367826904986,0.4705428361837817,0.3731648238399674
logistic,0.6792682926829269,0.5239887111947319,0.42572616460841484,0.28331490599311704
