,clf,metric,value,section_split,model,train_type,section_pooling,optimized_section,patient_pooling
3,RF,macro recall,0.2514158415235818,semantic,BioBERT,pretrained,mean,False,pca
4,MLP,micro precision,0.6373748609566184,semantic,BioBERT,pretrained,mean,False,pca
5,MLP,micro recall,0.5390404515522107,semantic,BioBERT,pretrained,mean,False,pca
6,MLP,macro precision,0.516580506133824,semantic,BioBERT,pretrained,mean,False,pca
7,MLP,macro recall,0.3812908628546221,semantic,BioBERT,pretrained,mean,False,pca
8,logistic,micro precision,0.6812428078250863,semantic,BioBERT,pretrained,mean,False,pca
9,logistic,micro recall,0.5569143932267169,semantic,BioBERT,pretrained,mean,False,pca
10,logistic,macro precision,0.5255653159742366,semantic,BioBERT,pretrained,mean,False,pca
11,logistic,macro recall,0.360980735986404,semantic,BioBERT,pretrained,mean,False,pca
0,RF,micro precision,0.6360153256704981,max,ClinicalBERT,finetuned,cls,True,mean
1,RF,micro recall,0.4684854186265287,max,ClinicalBERT,finetuned,cls,True,mean
2,RF,macro precision,0.2614389441146008,max,ClinicalBERT,finetuned,cls,True,mean
3,RF,macro recall,0.2384903016034968,max,ClinicalBERT,finetuned,cls,True,mean
4,MLP,micro precision,0.5699588477366255,max,ClinicalBERT,finetuned,cls,True,mean
5,MLP,micro recall,0.5211665098777046,max,ClinicalBERT,finetuned,cls,True,mean
6,MLP,macro precision,0.3931441456172307,max,ClinicalBERT,finetuned,cls,True,mean
7,MLP,macro recall,0.3444301415677312,max,ClinicalBERT,finetuned,cls,True,mean
8,logistic,micro precision,0.6242774566473989,max,ClinicalBERT,finetuned,cls,True,mean
9,logistic,micro recall,0.5079962370649106,max,ClinicalBERT,finetuned,cls,True,mean
10,logistic,macro precision,0.4042297801947822,max,ClinicalBERT,finetuned,cls,True,mean
11,logistic,macro recall,0.2928607589467553,max,ClinicalBERT,finetuned,cls,True,mean
0,RF,micro precision,0.6332046332046332,max,ClinicalBERT,finetuned,cls,True,pca
1,RF,micro recall,0.4628410159924741,max,ClinicalBERT,finetuned,cls,True,pca
2,RF,macro precision,0.3120065075106127,max,ClinicalBERT,finetuned,cls,True,pca
3,RF,macro recall,0.2356933234835652,max,ClinicalBERT,finetuned,cls,True,pca
4,MLP,micro precision,0.5784615384615385,max,ClinicalBERT,finetuned,cls,True,pca
5,MLP,micro recall,0.5305738476011289,max,ClinicalBERT,finetuned,cls,True,pca
6,MLP,macro precision,0.4080086120501276,max,ClinicalBERT,finetuned,cls,True,pca
7,MLP,macro recall,0.3539250257531952,max,ClinicalBERT,finetuned,cls,True,pca
8,logistic,micro precision,0.5902335456475584,max,ClinicalBERT,finetuned,cls,True,pca
9,logistic,micro recall,0.5230479774223895,max,ClinicalBERT,finetuned,cls,True,pca
10,logistic,macro precision,0.4086040715439907,max,ClinicalBERT,finetuned,cls,True,pca
11,logistic,macro recall,0.3308283543328504,max,ClinicalBERT,finetuned,cls,True,pca
0,RF,micro precision,0.6410256410256411,max,ClinicalBERT,finetuned,cls,False,mean
1,RF,micro recall,0.4703668861712135,max,ClinicalBERT,finetuned,cls,False,mean
2,RF,macro precision,0.3290774479267226,max,ClinicalBERT,finetuned,cls,False,mean
3,RF,macro recall,0.2422643058842905,max,ClinicalBERT,finetuned,cls,False,mean
4,MLP,micro precision,0.5503489531405783,max,ClinicalBERT,finetuned,cls,False,mean
5,MLP,micro recall,0.5192850423330198,max,ClinicalBERT,finetuned,cls,False,mean
6,MLP,macro precision,0.3608774970544303,max,ClinicalBERT,finetuned,cls,False,mean
7,MLP,macro recall,0.3379516912398053,max,ClinicalBERT,finetuned,cls,False,mean
8,logistic,micro precision,0.6220657276995305,max,ClinicalBERT,finetuned,cls,False,mean
9,logistic,micro recall,0.4985888993414863,max,ClinicalBERT,finetuned,cls,False,mean
10,logistic,macro precision,0.4026296098733354,max,ClinicalBERT,finetuned,cls,False,mean
11,logistic,macro recall,0.2869581296973192,max,ClinicalBERT,finetuned,cls,False,mean
0,RF,micro precision,0.6375,max,ClinicalBERT,finetuned,cls,False,pca
1,RF,micro recall,0.4797742238946378,max,ClinicalBERT,finetuned,cls,False,pca
2,RF,macro precision,0.3707456070870913,max,ClinicalBERT,finetuned,cls,False,pca
3,RF,macro recall,0.2482181473866646,max,ClinicalBERT,finetuned,cls,False,pca
4,MLP,micro precision,0.5634674922600619,max,ClinicalBERT,finetuned,cls,False,pca
5,MLP,micro recall,0.5136406396989652,max,ClinicalBERT,finetuned,cls,False,pca
6,MLP,macro precision,0.3845655387585067,max,ClinicalBERT,finetuned,cls,False,pca
7,MLP,macro recall,0.3374375650774456,max,ClinicalBERT,finetuned,cls,False,pca
8,logistic,micro precision,0.5768822905620361,max,ClinicalBERT,finetuned,cls,False,pca
9,logistic,micro recall,0.5117591721542804,max,ClinicalBERT,finetuned,cls,False,pca
10,logistic,macro precision,0.39510988277374,max,ClinicalBERT,finetuned,cls,False,pca
11,logistic,macro recall,0.3221283290775263,max,ClinicalBERT,finetuned,cls,False,pca
0,RF,micro precision,0.6514575411913816,max,ClinicalBERT,finetuned,mean,True,mean
1,RF,micro recall,0.4835371589840075,max,ClinicalBERT,finetuned,mean,True,mean
2,RF,macro precision,0.3280093391030891,max,ClinicalBERT,finetuned,mean,True,mean
3,RF,macro recall,0.2524769417579177,max,ClinicalBERT,finetuned,mean,True,mean
4,MLP,micro precision,0.6282722513089005,max,ClinicalBERT,finetuned,mean,True,mean
5,MLP,micro recall,0.5644402634054563,max,ClinicalBERT,finetuned,mean,True,mean
6,MLP,macro precision,0.5211199015692427,max,ClinicalBERT,finetuned,mean,True,mean
7,MLP,macro recall,0.3993245335722534,max,ClinicalBERT,finetuned,mean,True,mean
8,logistic,micro precision,0.6840148698884758,max,ClinicalBERT,finetuned,mean,True,mean
9,logistic,micro recall,0.5192850423330198,max,ClinicalBERT,finetuned,mean,True,mean
10,logistic,macro precision,0.5749304829896911,max,ClinicalBERT,finetuned,mean,True,mean
11,logistic,macro recall,0.2894348184862261,max,ClinicalBERT,finetuned,mean,True,mean
0,RF,micro precision,0.6495507060333762,max,ClinicalBERT,finetuned,mean,True,pca
1,RF,micro recall,0.4760112888052681,max,ClinicalBERT,finetuned,mean,True,pca
2,RF,macro precision,0.3786472782371796,max,ClinicalBERT,finetuned,mean,True,pca
3,RF,macro recall,0.2498043453624927,max,ClinicalBERT,finetuned,mean,True,pca
4,MLP,micro precision,0.5852968897266729,max,ClinicalBERT,finetuned,mean,True,pca
5,MLP,micro recall,0.5841956726246472,max,ClinicalBERT,finetuned,mean,True,pca
6,MLP,macro precision,0.4759477940183479,max,ClinicalBERT,finetuned,mean,True,pca
7,MLP,macro recall,0.4100889251015372,max,ClinicalBERT,finetuned,mean,True,pca
8,logistic,micro precision,0.676779463243874,max,ClinicalBERT,finetuned,mean,True,pca
9,logistic,micro recall,0.5456255879586077,max,ClinicalBERT,finetuned,mean,True,pca
10,logistic,macro precision,0.5478638986216484,max,ClinicalBERT,finetuned,mean,True,pca
11,logistic,macro recall,0.3430181721039724,max,ClinicalBERT,finetuned,mean,True,pca
0,RF,micro precision,0.6608260325406758,max,ClinicalBERT,finetuned,mean,False,mean
1,RF,micro recall,0.4967074317968015,max,ClinicalBERT,finetuned,mean,False,mean
2,RF,macro precision,0.3261454179908168,max,ClinicalBERT,finetuned,mean,False,mean
3,RF,macro recall,0.2619137888482511,max,ClinicalBERT,finetuned,mean,False,mean
4,MLP,micro precision,0.6134786917740337,max,ClinicalBERT,finetuned,mean,False,mean
5,MLP,micro recall,0.5823142050799623,max,ClinicalBERT,finetuned,mean,False,mean
6,MLP,macro precision,0.4761472038741376,max,ClinicalBERT,finetuned,mean,False,mean
7,MLP,macro recall,0.4113698007177463,max,ClinicalBERT,finetuned,mean,False,mean
8,logistic,micro precision,0.6958637469586375,max,ClinicalBERT,finetuned,mean,False,mean
9,logistic,micro recall,0.5380997177798683,max,ClinicalBERT,finetuned,mean,False,mean
10,logistic,macro precision,0.5654598572531482,max,ClinicalBERT,finetuned,mean,False,mean
11,logistic,macro recall,0.3045822122371617,max,ClinicalBERT,finetuned,mean,False,mean
0,RF,micro precision,0.6520618556701031,max,ClinicalBERT,finetuned,mean,False,pca
1,RF,micro recall,0.4760112888052681,max,ClinicalBERT,finetuned,mean,False,pca
2,RF,macro precision,0.3432687666508629,max,ClinicalBERT,finetuned,mean,False,pca
3,RF,macro recall,0.2472194546260418,max,ClinicalBERT,finetuned,mean,False,pca
4,MLP,micro precision,0.623608017817372,max,ClinicalBERT,finetuned,mean,False,pca
5,MLP,micro recall,0.5268109125117592,max,ClinicalBERT,finetuned,mean,False,pca
6,MLP,macro precision,0.5072627521601233,max,ClinicalBERT,finetuned,mean,False,pca
7,MLP,macro recall,0.3717259924750538,max,ClinicalBERT,finetuned,mean,False,pca
8,logistic,micro precision,0.6916764361078547,max,ClinicalBERT,finetuned,mean,False,pca
9,logistic,micro recall,0.555032925682032,max,ClinicalBERT,finetuned,mean,False,pca
10,logistic,macro precision,0.5696641782816436,max,ClinicalBERT,finetuned,mean,False,pca
11,logistic,macro recall,0.3514939809497279,max,ClinicalBERT,finetuned,mean,False,pca
0,RF,micro precision,0.6472148541114059,max,ClinicalBERT,pretrained,cls,True,mean
1,RF,micro recall,0.4590780809031044,max,ClinicalBERT,pretrained,cls,True,mean
2,RF,macro precision,0.3486881546905912,max,ClinicalBERT,pretrained,cls,True,mean
3,RF,macro recall,0.2349981117479781,max,ClinicalBERT,pretrained,cls,True,mean
4,MLP,micro precision,0.5736738703339882,max,ClinicalBERT,pretrained,cls,True,mean
5,MLP,micro recall,0.5493885230479775,max,ClinicalBERT,pretrained,cls,True,mean
6,MLP,macro precision,0.4215147370877323,max,ClinicalBERT,pretrained,cls,True,mean
7,MLP,macro recall,0.3717943075778965,max,ClinicalBERT,pretrained,cls,True,mean
8,logistic,micro precision,0.648936170212766,max,ClinicalBERT,pretrained,cls,True,mean
9,logistic,micro recall,0.5164628410159925,max,ClinicalBERT,pretrained,cls,True,mean
10,logistic,macro precision,0.4331410621703162,max,ClinicalBERT,pretrained,cls,True,mean
11,logistic,macro recall,0.2954490459304173,max,ClinicalBERT,pretrained,cls,True,mean
0,RF,micro precision,0.6344221105527639,max,ClinicalBERT,pretrained,cls,True,pca
1,RF,micro recall,0.4750705550329256,max,ClinicalBERT,pretrained,cls,True,pca
2,RF,macro precision,0.3900561124485039,max,ClinicalBERT,pretrained,cls,True,pca
3,RF,macro recall,0.2475221494192895,max,ClinicalBERT,pretrained,cls,True,pca
4,MLP,micro precision,0.5650319829424307,max,ClinicalBERT,pretrained,cls,True,pca
5,MLP,micro recall,0.4985888993414863,max,ClinicalBERT,pretrained,cls,True,pca
6,MLP,macro precision,0.4166290428354871,max,ClinicalBERT,pretrained,cls,True,pca
7,MLP,macro recall,0.347536667652445,max,ClinicalBERT,pretrained,cls,True,pca
8,logistic,micro precision,0.6232876712328768,max,ClinicalBERT,pretrained,cls,True,pca
9,logistic,micro recall,0.5136406396989652,max,ClinicalBERT,pretrained,cls,True,pca
10,logistic,macro precision,0.4455447362617551,max,ClinicalBERT,pretrained,cls,True,pca
11,logistic,macro recall,0.3224623389776003,max,ClinicalBERT,pretrained,cls,True,pca
0,RF,micro precision,0.6568758344459279,max,ClinicalBERT,pretrained,cls,False,mean
1,RF,micro recall,0.4628410159924741,max,ClinicalBERT,pretrained,cls,False,mean
2,RF,macro precision,0.3439490508985812,max,ClinicalBERT,pretrained,cls,False,mean
3,RF,macro recall,0.2374071607290949,max,ClinicalBERT,pretrained,cls,False,mean
4,MLP,micro precision,0.5895196506550219,max,ClinicalBERT,pretrained,cls,False,mean
5,MLP,micro recall,0.5079962370649106,max,ClinicalBERT,pretrained,cls,False,mean
6,MLP,macro precision,0.4314069401935561,max,ClinicalBERT,pretrained,cls,False,mean
7,MLP,macro recall,0.3339460236489749,max,ClinicalBERT,pretrained,cls,False,mean
8,logistic,micro precision,0.6562123039806996,max,ClinicalBERT,pretrained,cls,False,mean
9,logistic,micro recall,0.5117591721542804,max,ClinicalBERT,pretrained,cls,False,mean
10,logistic,macro precision,0.4611816194413893,max,ClinicalBERT,pretrained,cls,False,mean
11,logistic,macro recall,0.2936873753286517,max,ClinicalBERT,pretrained,cls,False,mean
0,RF,micro precision,0.6436781609195402,max,ClinicalBERT,pretrained,cls,False,pca
1,RF,micro recall,0.4741298212605832,max,ClinicalBERT,pretrained,cls,False,pca
2,RF,macro precision,0.3329791861520239,max,ClinicalBERT,pretrained,cls,False,pca
3,RF,macro recall,0.2462357552669677,max,ClinicalBERT,pretrained,cls,False,pca
4,MLP,micro precision,0.546875,max,ClinicalBERT,pretrained,cls,False,pca
5,MLP,micro recall,0.5268109125117592,max,ClinicalBERT,pretrained,cls,False,pca
6,MLP,macro precision,0.3885673243062764,max,ClinicalBERT,pretrained,cls,False,pca
7,MLP,macro recall,0.3605769379016392,max,ClinicalBERT,pretrained,cls,False,pca
8,logistic,micro precision,0.6293302540415704,max,ClinicalBERT,pretrained,cls,False,pca
9,logistic,micro recall,0.5126999059266227,max,ClinicalBERT,pretrained,cls,False,pca
10,logistic,macro precision,0.4646683393379373,max,ClinicalBERT,pretrained,cls,False,pca
11,logistic,macro recall,0.3227972775222076,max,ClinicalBERT,pretrained,cls,False,pca
0,RF,micro precision,0.6483375959079284,max,ClinicalBERT,pretrained,mean,True,mean
1,RF,micro recall,0.4769520225776105,max,ClinicalBERT,pretrained,mean,True,mean
2,RF,macro precision,0.3147360055313495,max,ClinicalBERT,pretrained,mean,True,mean
3,RF,macro recall,0.2462358548694587,max,ClinicalBERT,pretrained,mean,True,mean
4,MLP,micro precision,0.6212896622313203,max,ClinicalBERT,pretrained,mean,True,mean
5,MLP,micro recall,0.5710253998118533,max,ClinicalBERT,pretrained,mean,True,mean
6,MLP,macro precision,0.4683316793775568,max,ClinicalBERT,pretrained,mean,True,mean
7,MLP,macro recall,0.3857948952258743,max,ClinicalBERT,pretrained,mean,True,mean
8,logistic,micro precision,0.6702380952380952,max,ClinicalBERT,pretrained,mean,True,mean
9,logistic,micro recall,0.5296331138287864,max,ClinicalBERT,pretrained,mean,True,mean
10,logistic,macro precision,0.4855344601239411,max,ClinicalBERT,pretrained,mean,True,mean
11,logistic,macro recall,0.3069400874877916,max,ClinicalBERT,pretrained,mean,True,mean
0,RF,micro precision,0.6602564102564102,max,ClinicalBERT,pretrained,mean,True,pca
1,RF,micro recall,0.4844778927563499,max,ClinicalBERT,pretrained,mean,True,pca
2,RF,macro precision,0.4761309685608956,max,ClinicalBERT,pretrained,mean,True,pca
3,RF,macro recall,0.2561976934160923,max,ClinicalBERT,pretrained,mean,True,pca
4,MLP,micro precision,0.6041055718475073,max,ClinicalBERT,pretrained,mean,True,pca
5,MLP,micro recall,0.58137347130762,max,ClinicalBERT,pretrained,mean,True,pca
6,MLP,macro precision,0.4523850226931398,max,ClinicalBERT,pretrained,mean,True,pca
7,MLP,macro recall,0.4000309510345278,max,ClinicalBERT,pretrained,mean,True,pca
8,logistic,micro precision,0.6444695259593679,max,ClinicalBERT,pretrained,mean,True,pca
9,logistic,micro recall,0.5371589840075258,max,ClinicalBERT,pretrained,mean,True,pca
10,logistic,macro precision,0.4958982911485104,max,ClinicalBERT,pretrained,mean,True,pca
11,logistic,macro recall,0.3501729891480606,max,ClinicalBERT,pretrained,mean,True,pca
0,RF,micro precision,0.6675159235668789,max,ClinicalBERT,pretrained,mean,False,mean
1,RF,micro recall,0.4929444967074318,max,ClinicalBERT,pretrained,mean,False,mean
2,RF,macro precision,0.4090643084450915,max,ClinicalBERT,pretrained,mean,False,mean
3,RF,macro recall,0.2606331571565482,max,ClinicalBERT,pretrained,mean,False,mean
4,MLP,micro precision,0.5948453608247423,max,ClinicalBERT,pretrained,mean,False,mean
5,MLP,micro recall,0.5428033866415805,max,ClinicalBERT,pretrained,mean,False,mean
6,MLP,macro precision,0.4671542399583938,max,ClinicalBERT,pretrained,mean,False,mean
7,MLP,macro recall,0.3866947983093615,max,ClinicalBERT,pretrained,mean,False,mean
8,logistic,micro precision,0.6743063932448733,max,ClinicalBERT,pretrained,mean,False,mean
9,logistic,micro recall,0.5258701787394168,max,ClinicalBERT,pretrained,mean,False,mean
10,logistic,macro precision,0.4814940210032793,max,ClinicalBERT,pretrained,mean,False,mean
11,logistic,macro recall,0.3024903025684032,max,ClinicalBERT,pretrained,mean,False,mean
0,RF,micro precision,0.6417910447761194,max,ClinicalBERT,pretrained,mean,False,pca
1,RF,micro recall,0.4854186265286924,max,ClinicalBERT,pretrained,mean,False,pca
2,RF,macro precision,0.4181536998812657,max,ClinicalBERT,pretrained,mean,False,pca
3,RF,macro recall,0.2541305797814286,max,ClinicalBERT,pretrained,mean,False,pca
4,MLP,micro precision,0.6073500967117988,max,ClinicalBERT,pretrained,mean,False,pca
5,MLP,micro recall,0.5907808090310442,max,ClinicalBERT,pretrained,mean,False,pca
6,MLP,macro precision,0.4658309618585204,max,ClinicalBERT,pretrained,mean,False,pca
7,MLP,macro recall,0.4087748373469861,max,ClinicalBERT,pretrained,mean,False,pca
8,logistic,micro precision,0.6538461538461539,max,ClinicalBERT,pretrained,mean,False,pca
9,logistic,micro recall,0.5437441204139228,max,ClinicalBERT,pretrained,mean,False,pca
10,logistic,macro precision,0.4960272276728147,max,ClinicalBERT,pretrained,mean,False,pca
11,logistic,macro recall,0.3513449519880789,max,ClinicalBERT,pretrained,mean,False,pca
0,RF,micro precision,0.624031007751938,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
1,RF,micro recall,0.4543744120413923,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
2,RF,macro precision,0.2790443100629506,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
3,RF,macro recall,0.2316029866231685,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
4,MLP,micro precision,0.5444444444444444,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
5,MLP,micro recall,0.5070555032925682,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
6,MLP,macro precision,0.3806586187819856,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
7,MLP,macro recall,0.3343412600785838,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
8,logistic,micro precision,0.6146458583433373,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
9,logistic,micro recall,0.4816556914393227,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
10,logistic,macro precision,0.3539637641619213,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
11,logistic,macro recall,0.2705245052552689,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,mean
0,RF,micro precision,0.62531328320802,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
1,RF,micro recall,0.4694261523988711,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
2,RF,macro precision,0.2820311824129387,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
3,RF,macro recall,0.2402626699237321,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
4,MLP,micro precision,0.5604626708727655,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
5,MLP,micro recall,0.5014111006585137,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
6,MLP,macro precision,0.385046298001952,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
7,MLP,macro recall,0.3278578143085199,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
8,logistic,micro precision,0.5700325732899023,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
9,logistic,micro recall,0.4938852304797742,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
10,logistic,macro precision,0.4181350959052962,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
11,logistic,macro recall,0.318433178393908,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,True,pca
0,RF,micro precision,0.6349614395886889,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
1,RF,micro recall,0.464722483537159,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
2,RF,macro precision,0.3344965854192606,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
3,RF,macro recall,0.2420353096337573,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
4,MLP,micro precision,0.543859649122807,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
5,MLP,micro recall,0.495766698024459,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
6,MLP,macro precision,0.3828563438089509,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
7,MLP,macro recall,0.3295805949069539,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
8,logistic,micro precision,0.6219806763285024,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
9,logistic,micro recall,0.4844778927563499,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
10,logistic,macro precision,0.3940503961151681,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
11,logistic,macro recall,0.276948341727592,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,mean
0,RF,micro precision,0.6096654275092936,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
1,RF,micro recall,0.4628410159924741,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
2,RF,macro precision,0.3321553056893283,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
3,RF,macro recall,0.2390083782728373,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
4,MLP,micro precision,0.5489583333333333,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
5,MLP,micro recall,0.495766698024459,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
6,MLP,macro precision,0.3708907770933283,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
7,MLP,macro recall,0.3237591247298069,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
8,logistic,micro precision,0.5750551876379691,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
9,logistic,micro recall,0.4901222953904045,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
10,logistic,macro precision,0.3876935337694289,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
11,logistic,macro recall,0.3143557758811923,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,cls,False,pca
0,RF,micro precision,0.65625,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
1,RF,micro recall,0.4741298212605832,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
2,RF,macro precision,0.3664820269026686,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
3,RF,macro recall,0.2469124714893507,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
4,MLP,micro precision,0.6210855949895616,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
5,MLP,micro recall,0.5597365945437441,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
6,MLP,macro precision,0.5031632396335999,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
7,MLP,macro recall,0.421219394812321,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
8,logistic,micro precision,0.6906474820143885,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
9,logistic,micro recall,0.541862652869238,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
10,logistic,macro precision,0.5493075991918617,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
11,logistic,macro recall,0.3179802085427693,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,mean
0,RF,micro precision,0.6619170984455959,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
1,RF,micro recall,0.4807149576669802,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
2,RF,macro precision,0.3809224247690083,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
3,RF,macro recall,0.2495063377533087,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
4,MLP,micro precision,0.6347914547304171,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
5,MLP,micro recall,0.5870178739416745,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
6,MLP,macro precision,0.5260075538953644,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
7,MLP,macro recall,0.4264211839882896,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
8,logistic,micro precision,0.6814562002275313,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
9,logistic,micro recall,0.5634995296331138,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
10,logistic,macro precision,0.6044847517237089,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
11,logistic,macro recall,0.3737802428871979,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,True,pca
0,RF,micro precision,0.6577266922094508,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
1,RF,micro recall,0.4844778927563499,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
2,RF,macro precision,0.3456520334388049,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
3,RF,macro recall,0.2532303289500364,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
4,MLP,micro precision,0.6491228070175439,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
5,MLP,micro recall,0.522107243650047,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
6,MLP,macro precision,0.5321231372060061,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
7,MLP,macro recall,0.3751379388193033,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
8,logistic,micro precision,0.7038834951456311,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
9,logistic,micro recall,0.5456255879586077,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
10,logistic,macro precision,0.6094876472061046,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
11,logistic,macro recall,0.3226536598366519,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,mean
0,RF,micro precision,0.663727959697733,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
1,RF,micro recall,0.495766698024459,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
2,RF,macro precision,0.3555251326500473,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
3,RF,macro recall,0.259257233575104,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
4,MLP,micro precision,0.6331658291457286,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
5,MLP,micro recall,0.5926622765757291,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
6,MLP,macro precision,0.5306208391585339,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
7,MLP,macro recall,0.4296004894414236,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
