,clf,metric,value,section_split,model,train_type,section_pooling,optimized_section,patient_pooling
3,RF,macro recall,0.2541907943738278,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
4,MLP,micro precision,0.6712485681557846,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
5,MLP,micro recall,0.5512699905926622,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
6,MLP,macro precision,0.5380021531147383,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
7,MLP,macro recall,0.3921278461912608,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
8,logistic,micro precision,0.6970046082949308,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
9,logistic,micro recall,0.5691439322671684,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
10,logistic,macro precision,0.5783705775888919,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
11,logistic,macro recall,0.3840179940235936,semantic,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
0,RF,micro precision,0.6382978723404256,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
1,RF,micro recall,0.451552210724365,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
2,RF,macro precision,0.2930492033496749,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
3,RF,macro recall,0.2282126320312725,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
4,MLP,micro precision,0.5801282051282052,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
5,MLP,micro recall,0.510818438381938,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
6,MLP,macro precision,0.4018590051026345,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
7,MLP,macro recall,0.3315257990266406,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
8,logistic,micro precision,0.6621951219512195,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
9,logistic,micro recall,0.510818438381938,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
10,logistic,macro precision,0.3940734534169764,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
11,logistic,macro recall,0.275626321651606,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
0,RF,micro precision,0.6377749029754204,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
1,RF,micro recall,0.4637817497648165,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
2,RF,macro precision,0.4587321511173595,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
3,RF,macro recall,0.2419868054300051,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
4,MLP,micro precision,0.5925058548009368,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
5,MLP,micro recall,0.4760112888052681,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
6,MLP,macro precision,0.416673502482752,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
7,MLP,macro recall,0.3238329574886006,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
8,logistic,micro precision,0.6076502732240437,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
9,logistic,micro recall,0.5230479774223895,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
10,logistic,macro precision,0.4135846442424202,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
11,logistic,macro recall,0.3273186364556257,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
0,RF,micro precision,0.6454183266932271,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
1,RF,micro recall,0.4571966133584195,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
2,RF,macro precision,0.3623540148189932,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
3,RF,macro recall,0.2343082339975237,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
4,MLP,micro precision,0.6295479603087101,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
5,MLP,micro recall,0.5371589840075258,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
6,MLP,macro precision,0.4699640271612375,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
7,MLP,macro recall,0.3475415489650298,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
8,logistic,micro precision,0.6750599520383693,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
9,logistic,micro recall,0.5296331138287864,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
10,logistic,macro precision,0.423401123638361,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
11,logistic,macro recall,0.2899496545990642,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
0,RF,micro precision,0.6517739816031537,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
1,RF,micro recall,0.4666039510818438,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
2,RF,macro precision,0.3445044796774651,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
3,RF,macro recall,0.242157205247599,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
4,MLP,micro precision,0.5939036381514258,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
5,MLP,micro recall,0.5682031984948259,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
6,MLP,macro precision,0.4435804293185819,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
7,MLP,macro recall,0.3850578696691601,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
8,logistic,micro precision,0.6339285714285714,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
9,logistic,micro recall,0.5343367826904986,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
10,logistic,macro precision,0.4529895628425232,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
11,logistic,macro recall,0.3377117082460504,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
0,RF,micro precision,0.6626016260162602,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
1,RF,micro recall,0.4600188146754468,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
2,RF,macro precision,0.4009087343991701,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
3,RF,macro recall,0.2386275534036276,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
4,MLP,micro precision,0.6204819277108434,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
5,MLP,micro recall,0.58137347130762,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
6,MLP,macro precision,0.4842888447745491,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
7,MLP,macro recall,0.4247428209294256,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
8,logistic,micro precision,0.6931677018633541,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
9,logistic,micro recall,0.5249294449670743,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
10,logistic,macro precision,0.4649917470709381,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
11,logistic,macro recall,0.281735990519723,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
0,RF,micro precision,0.6520618556701031,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
1,RF,micro recall,0.4760112888052681,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
2,RF,macro precision,0.3786933134969575,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
3,RF,macro recall,0.2490738427957498,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
4,MLP,micro precision,0.619348054679285,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
5,MLP,micro recall,0.5540921919096896,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
6,MLP,macro precision,0.4704797534100785,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
7,MLP,macro recall,0.4001177610683884,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
8,logistic,micro precision,0.6551724137931034,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
9,logistic,micro recall,0.5540921919096896,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
10,logistic,macro precision,0.5042667302859618,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
11,logistic,macro recall,0.3703054437508165,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
0,RF,micro precision,0.6582278481012658,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
1,RF,micro recall,0.4891815616180621,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
2,RF,macro precision,0.4426024801001375,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
3,RF,macro recall,0.2580237463483597,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
4,MLP,micro precision,0.6452702702702703,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
5,MLP,micro recall,0.5390404515522107,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
6,MLP,macro precision,0.4927968140663319,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
7,MLP,macro recall,0.3860295111360715,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
8,logistic,micro precision,0.6996336996336996,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
9,logistic,micro recall,0.5390404515522107,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
10,logistic,macro precision,0.551078846899491,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
11,logistic,macro recall,0.2924646231075107,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
0,RF,micro precision,0.6645161290322581,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
1,RF,micro recall,0.4844778927563499,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
2,RF,macro precision,0.3731996447943299,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
3,RF,macro recall,0.2516044505369573,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
4,MLP,micro precision,0.6499477533960293,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
5,MLP,micro recall,0.5851364063969896,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
6,MLP,macro precision,0.523251437119798,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
7,MLP,macro recall,0.3893630905734984,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
8,logistic,micro precision,0.6854190585533869,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
9,logistic,micro recall,0.561618062088429,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
10,logistic,macro precision,0.525470153223597,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
11,logistic,macro recall,0.3748640423214507,semantic,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
0,RF,micro precision,0.6586021505376344,semantic,BioBERT,finetuned,cls,True,mean
1,RF,micro recall,0.4609595484477893,semantic,BioBERT,finetuned,cls,True,mean
2,RF,macro precision,0.4302500785801011,semantic,BioBERT,finetuned,cls,True,mean
3,RF,macro recall,0.2373723008516561,semantic,BioBERT,finetuned,cls,True,mean
4,MLP,micro precision,0.5955882352941176,semantic,BioBERT,finetuned,cls,True,mean
5,MLP,micro recall,0.5333960489181562,semantic,BioBERT,finetuned,cls,True,mean
6,MLP,macro precision,0.4525627639590833,semantic,BioBERT,finetuned,cls,True,mean
7,MLP,macro recall,0.3898253158073648,semantic,BioBERT,finetuned,cls,True,mean
8,logistic,micro precision,0.6876543209876543,semantic,BioBERT,finetuned,cls,True,mean
9,logistic,micro recall,0.5239887111947319,semantic,BioBERT,finetuned,cls,True,mean
10,logistic,macro precision,0.4919576471885284,semantic,BioBERT,finetuned,cls,True,mean
11,logistic,macro recall,0.2860404656216898,semantic,BioBERT,finetuned,cls,True,mean
0,RF,micro precision,0.649746192893401,semantic,BioBERT,finetuned,cls,True,pca
1,RF,micro recall,0.4816556914393227,semantic,BioBERT,finetuned,cls,True,pca
2,RF,macro precision,0.3140719821033539,semantic,BioBERT,finetuned,cls,True,pca
3,RF,macro recall,0.2489894629911687,semantic,BioBERT,finetuned,cls,True,pca
4,MLP,micro precision,0.6098843322818086,semantic,BioBERT,finetuned,cls,True,pca
5,MLP,micro recall,0.5456255879586077,semantic,BioBERT,finetuned,cls,True,pca
6,MLP,macro precision,0.4690937115287285,semantic,BioBERT,finetuned,cls,True,pca
7,MLP,macro recall,0.3673257631537475,semantic,BioBERT,finetuned,cls,True,pca
8,logistic,micro precision,0.6306010928961748,semantic,BioBERT,finetuned,cls,True,pca
9,logistic,micro recall,0.5428033866415805,semantic,BioBERT,finetuned,cls,True,pca
10,logistic,macro precision,0.4808115292118929,semantic,BioBERT,finetuned,cls,True,pca
11,logistic,macro recall,0.3694933130050072,semantic,BioBERT,finetuned,cls,True,pca
0,RF,micro precision,0.6551264980026631,semantic,BioBERT,finetuned,cls,False,mean
1,RF,micro recall,0.4628410159924741,semantic,BioBERT,finetuned,cls,False,mean
2,RF,macro precision,0.333119927125618,semantic,BioBERT,finetuned,cls,False,mean
3,RF,macro recall,0.239441305279671,semantic,BioBERT,finetuned,cls,False,mean
4,MLP,micro precision,0.59251968503937,semantic,BioBERT,finetuned,cls,False,mean
5,MLP,micro recall,0.5663217309501412,semantic,BioBERT,finetuned,cls,False,mean
6,MLP,macro precision,0.474673844523365,semantic,BioBERT,finetuned,cls,False,mean
7,MLP,macro recall,0.407843198758102,semantic,BioBERT,finetuned,cls,False,mean
8,logistic,micro precision,0.6957055214723926,semantic,BioBERT,finetuned,cls,False,mean
9,logistic,micro recall,0.5333960489181562,semantic,BioBERT,finetuned,cls,False,mean
10,logistic,macro precision,0.5872614997783951,semantic,BioBERT,finetuned,cls,False,mean
11,logistic,macro recall,0.3003547650317837,semantic,BioBERT,finetuned,cls,False,mean
0,RF,micro precision,0.6580310880829016,semantic,BioBERT,finetuned,cls,False,pca
1,RF,micro recall,0.477892756349953,semantic,BioBERT,finetuned,cls,False,pca
2,RF,macro precision,0.3054187290323863,semantic,BioBERT,finetuned,cls,False,pca
3,RF,macro recall,0.245774828962547,semantic,BioBERT,finetuned,cls,False,pca
4,MLP,micro precision,0.6107106076210093,semantic,BioBERT,finetuned,cls,False,pca
5,MLP,micro recall,0.5578551269990593,semantic,BioBERT,finetuned,cls,False,pca
6,MLP,macro precision,0.5099062191012619,semantic,BioBERT,finetuned,cls,False,pca
7,MLP,macro recall,0.3951351570402842,semantic,BioBERT,finetuned,cls,False,pca
8,logistic,micro precision,0.6348684210526315,semantic,BioBERT,finetuned,cls,False,pca
9,logistic,micro recall,0.5446848541862653,semantic,BioBERT,finetuned,cls,False,pca
10,logistic,macro precision,0.5092777135208575,semantic,BioBERT,finetuned,cls,False,pca
11,logistic,macro recall,0.3791892459941237,semantic,BioBERT,finetuned,cls,False,pca
0,RF,micro precision,0.6511627906976745,semantic,BioBERT,finetuned,mean,True,mean
1,RF,micro recall,0.4477892756349953,semantic,BioBERT,finetuned,mean,True,mean
2,RF,macro precision,0.3166531872223544,semantic,BioBERT,finetuned,mean,True,mean
3,RF,macro recall,0.2304728354055319,semantic,BioBERT,finetuned,mean,True,mean
4,MLP,micro precision,0.6014198782961461,semantic,BioBERT,finetuned,mean,True,mean
5,MLP,micro recall,0.5578551269990593,semantic,BioBERT,finetuned,mean,True,mean
6,MLP,macro precision,0.4795949775809111,semantic,BioBERT,finetuned,mean,True,mean
7,MLP,macro recall,0.3839253697391063,semantic,BioBERT,finetuned,mean,True,mean
8,logistic,micro precision,0.6865482233502538,semantic,BioBERT,finetuned,mean,True,mean
9,logistic,micro recall,0.5089369708372531,semantic,BioBERT,finetuned,mean,True,mean
10,logistic,macro precision,0.3826530890133831,semantic,BioBERT,finetuned,mean,True,mean
11,logistic,macro recall,0.2696543617938884,semantic,BioBERT,finetuned,mean,True,mean
0,RF,micro precision,0.6494708994708994,semantic,BioBERT,finetuned,mean,True,pca
1,RF,micro recall,0.4619002822201317,semantic,BioBERT,finetuned,mean,True,pca
2,RF,macro precision,0.3983263386168166,semantic,BioBERT,finetuned,mean,True,pca
3,RF,macro recall,0.2407628724174055,semantic,BioBERT,finetuned,mean,True,pca
4,MLP,micro precision,0.6034836065573771,semantic,BioBERT,finetuned,mean,True,pca
5,MLP,micro recall,0.5540921919096896,semantic,BioBERT,finetuned,mean,True,pca
6,MLP,macro precision,0.486561780239366,semantic,BioBERT,finetuned,mean,True,pca
7,MLP,macro recall,0.4101086685878289,semantic,BioBERT,finetuned,mean,True,pca
8,logistic,micro precision,0.6504629629629629,semantic,BioBERT,finetuned,mean,True,pca
9,logistic,micro recall,0.528692380056444,semantic,BioBERT,finetuned,mean,True,pca
10,logistic,macro precision,0.4899535386157864,semantic,BioBERT,finetuned,mean,True,pca
11,logistic,macro recall,0.3527837479316952,semantic,BioBERT,finetuned,mean,True,pca
0,RF,micro precision,0.6442432082794308,semantic,BioBERT,finetuned,mean,False,mean
1,RF,micro recall,0.4684854186265287,semantic,BioBERT,finetuned,mean,False,mean
2,RF,macro precision,0.552075963873201,semantic,BioBERT,finetuned,mean,False,mean
3,RF,macro recall,0.2442751926833268,semantic,BioBERT,finetuned,mean,False,mean
4,MLP,micro precision,0.6357142857142857,semantic,BioBERT,finetuned,mean,False,mean
5,MLP,micro recall,0.5860771401693321,semantic,BioBERT,finetuned,mean,False,mean
6,MLP,macro precision,0.5055336304646754,semantic,BioBERT,finetuned,mean,False,mean
7,MLP,macro recall,0.4185854193095372,semantic,BioBERT,finetuned,mean,False,mean
8,logistic,micro precision,0.6814814814814815,semantic,BioBERT,finetuned,mean,False,mean
9,logistic,micro recall,0.5192850423330198,semantic,BioBERT,finetuned,mean,False,mean
10,logistic,macro precision,0.4528689977498574,semantic,BioBERT,finetuned,mean,False,mean
11,logistic,macro recall,0.2782934092624713,semantic,BioBERT,finetuned,mean,False,mean
0,RF,micro precision,0.636245110821382,semantic,BioBERT,finetuned,mean,False,pca
1,RF,micro recall,0.4590780809031044,semantic,BioBERT,finetuned,mean,False,pca
2,RF,macro precision,0.2994664452140106,semantic,BioBERT,finetuned,mean,False,pca
3,RF,macro recall,0.2354723782011762,semantic,BioBERT,finetuned,mean,False,pca
4,MLP,micro precision,0.6158301158301158,semantic,BioBERT,finetuned,mean,False,pca
5,MLP,micro recall,0.6001881467544685,semantic,BioBERT,finetuned,mean,False,pca
6,MLP,macro precision,0.5363000608339052,semantic,BioBERT,finetuned,mean,False,pca
7,MLP,macro recall,0.4102123672008323,semantic,BioBERT,finetuned,mean,False,pca
8,logistic,micro precision,0.6595022624434389,semantic,BioBERT,finetuned,mean,False,pca
9,logistic,micro recall,0.548447789275635,semantic,BioBERT,finetuned,mean,False,pca
10,logistic,macro precision,0.532382030844075,semantic,BioBERT,finetuned,mean,False,pca
11,logistic,macro recall,0.3711195705443781,semantic,BioBERT,finetuned,mean,False,pca
0,RF,micro precision,0.6398362892223738,semantic,BioBERT,pretrained,cls,True,mean
1,RF,micro recall,0.4412041392285983,semantic,BioBERT,pretrained,cls,True,mean
2,RF,macro precision,0.2763938772744823,semantic,BioBERT,pretrained,cls,True,mean
3,RF,macro recall,0.2238320826716736,semantic,BioBERT,pretrained,cls,True,mean
4,MLP,micro precision,0.5839195979899497,semantic,BioBERT,pretrained,cls,True,mean
5,MLP,micro recall,0.5465663217309501,semantic,BioBERT,pretrained,cls,True,mean
6,MLP,macro precision,0.4555643482764461,semantic,BioBERT,pretrained,cls,True,mean
7,MLP,macro recall,0.3720867941374993,semantic,BioBERT,pretrained,cls,True,mean
8,logistic,micro precision,0.6529411764705882,semantic,BioBERT,pretrained,cls,True,mean
9,logistic,micro recall,0.522107243650047,semantic,BioBERT,pretrained,cls,True,mean
10,logistic,macro precision,0.416517549969803,semantic,BioBERT,pretrained,cls,True,mean
11,logistic,macro recall,0.2793849464248368,semantic,BioBERT,pretrained,cls,True,mean
0,RF,micro precision,0.6217616580310881,semantic,BioBERT,pretrained,cls,True,pca
1,RF,micro recall,0.451552210724365,semantic,BioBERT,pretrained,cls,True,pca
2,RF,macro precision,0.4409549813423634,semantic,BioBERT,pretrained,cls,True,pca
3,RF,macro recall,0.2335411975666745,semantic,BioBERT,pretrained,cls,True,pca
4,MLP,micro precision,0.5867602808425276,semantic,BioBERT,pretrained,cls,True,pca
5,MLP,micro recall,0.5503292568203199,semantic,BioBERT,pretrained,cls,True,pca
6,MLP,macro precision,0.4389429497095817,semantic,BioBERT,pretrained,cls,True,pca
7,MLP,macro recall,0.3602862244563286,semantic,BioBERT,pretrained,cls,True,pca
8,logistic,micro precision,0.6233905579399142,semantic,BioBERT,pretrained,cls,True,pca
9,logistic,micro recall,0.5465663217309501,semantic,BioBERT,pretrained,cls,True,pca
10,logistic,macro precision,0.4360653767787276,semantic,BioBERT,pretrained,cls,True,pca
11,logistic,macro recall,0.3512090745159999,semantic,BioBERT,pretrained,cls,True,pca
0,RF,micro precision,0.6524547803617571,semantic,BioBERT,pretrained,cls,False,mean
1,RF,micro recall,0.4750705550329256,semantic,BioBERT,pretrained,cls,False,mean
2,RF,macro precision,0.4342034828758863,semantic,BioBERT,pretrained,cls,False,mean
3,RF,macro recall,0.2462345535920199,semantic,BioBERT,pretrained,cls,False,mean
4,MLP,micro precision,0.6148648648648649,semantic,BioBERT,pretrained,cls,False,mean
5,MLP,micro recall,0.599247412982126,semantic,BioBERT,pretrained,cls,False,mean
6,MLP,macro precision,0.4506746456485723,semantic,BioBERT,pretrained,cls,False,mean
7,MLP,macro recall,0.4092846018901783,semantic,BioBERT,pretrained,cls,False,mean
8,logistic,micro precision,0.6635182998819362,semantic,BioBERT,pretrained,cls,False,mean
9,logistic,micro recall,0.528692380056444,semantic,BioBERT,pretrained,cls,False,mean
10,logistic,macro precision,0.4921950383051519,semantic,BioBERT,pretrained,cls,False,mean
11,logistic,macro recall,0.2863990633713799,semantic,BioBERT,pretrained,cls,False,mean
0,RF,micro precision,0.6369346733668342,semantic,BioBERT,pretrained,cls,False,pca
1,RF,micro recall,0.4769520225776105,semantic,BioBERT,pretrained,cls,False,pca
2,RF,macro precision,0.3247809169085767,semantic,BioBERT,pretrained,cls,False,pca
3,RF,macro recall,0.2448083569578495,semantic,BioBERT,pretrained,cls,False,pca
4,MLP,micro precision,0.6236673773987207,semantic,BioBERT,pretrained,cls,False,pca
5,MLP,micro recall,0.5503292568203199,semantic,BioBERT,pretrained,cls,False,pca
6,MLP,macro precision,0.4783480190445714,semantic,BioBERT,pretrained,cls,False,pca
7,MLP,macro recall,0.349181259352153,semantic,BioBERT,pretrained,cls,False,pca
8,logistic,micro precision,0.6315228966986155,semantic,BioBERT,pretrained,cls,False,pca
9,logistic,micro recall,0.5578551269990593,semantic,BioBERT,pretrained,cls,False,pca
10,logistic,macro precision,0.4677175333831276,semantic,BioBERT,pretrained,cls,False,pca
11,logistic,macro recall,0.3635325486579996,semantic,BioBERT,pretrained,cls,False,pca
0,RF,micro precision,0.6389261744966444,semantic,BioBERT,pretrained,mean,True,mean
1,RF,micro recall,0.4477892756349953,semantic,BioBERT,pretrained,mean,True,mean
2,RF,macro precision,0.2623672745383271,semantic,BioBERT,pretrained,mean,True,mean
3,RF,macro recall,0.2278046791353526,semantic,BioBERT,pretrained,mean,True,mean
4,MLP,micro precision,0.6063492063492063,semantic,BioBERT,pretrained,mean,True,mean
5,MLP,micro recall,0.5390404515522107,semantic,BioBERT,pretrained,mean,True,mean
6,MLP,macro precision,0.4719206320886033,semantic,BioBERT,pretrained,mean,True,mean
7,MLP,macro recall,0.3936583711120239,semantic,BioBERT,pretrained,mean,True,mean
8,logistic,micro precision,0.6845386533665836,semantic,BioBERT,pretrained,mean,True,mean
9,logistic,micro recall,0.5164628410159925,semantic,BioBERT,pretrained,mean,True,mean
10,logistic,macro precision,0.4363339193351356,semantic,BioBERT,pretrained,mean,True,mean
11,logistic,macro recall,0.2765243360817063,semantic,BioBERT,pretrained,mean,True,mean
0,RF,micro precision,0.640764331210191,semantic,BioBERT,pretrained,mean,True,pca
1,RF,micro recall,0.4731890874882408,semantic,BioBERT,pretrained,mean,True,pca
2,RF,macro precision,0.3525353406287783,semantic,BioBERT,pretrained,mean,True,pca
3,RF,macro recall,0.2460713839217339,semantic,BioBERT,pretrained,mean,True,pca
4,MLP,micro precision,0.6030701754385965,semantic,BioBERT,pretrained,mean,True,pca
5,MLP,micro recall,0.5174035747883349,semantic,BioBERT,pretrained,mean,True,pca
6,MLP,macro precision,0.4501450937245042,semantic,BioBERT,pretrained,mean,True,pca
7,MLP,macro recall,0.3592286222250339,semantic,BioBERT,pretrained,mean,True,pca
8,logistic,micro precision,0.6589595375722543,semantic,BioBERT,pretrained,mean,True,pca
9,logistic,micro recall,0.5362182502351834,semantic,BioBERT,pretrained,mean,True,pca
10,logistic,macro precision,0.4806736193317176,semantic,BioBERT,pretrained,mean,True,pca
11,logistic,macro recall,0.3512040184667071,semantic,BioBERT,pretrained,mean,True,pca
0,RF,micro precision,0.6618610747051114,semantic,BioBERT,pretrained,mean,False,mean
1,RF,micro recall,0.4750705550329256,semantic,BioBERT,pretrained,mean,False,mean
2,RF,macro precision,0.4404786251558154,semantic,BioBERT,pretrained,mean,False,mean
3,RF,macro recall,0.2484671657054036,semantic,BioBERT,pretrained,mean,False,mean
4,MLP,micro precision,0.6482830385015609,semantic,BioBERT,pretrained,mean,False,mean
5,MLP,micro recall,0.5860771401693321,semantic,BioBERT,pretrained,mean,False,mean
6,MLP,macro precision,0.5361715989695833,semantic,BioBERT,pretrained,mean,False,mean
7,MLP,macro recall,0.3971201099890188,semantic,BioBERT,pretrained,mean,False,mean
8,logistic,micro precision,0.6837606837606838,semantic,BioBERT,pretrained,mean,False,mean
9,logistic,micro recall,0.5268109125117592,semantic,BioBERT,pretrained,mean,False,mean
10,logistic,macro precision,0.4760598459894286,semantic,BioBERT,pretrained,mean,False,mean
11,logistic,macro recall,0.2832514828665154,semantic,BioBERT,pretrained,mean,False,mean
0,RF,micro precision,0.6499372647427855,semantic,BioBERT,pretrained,mean,False,pca
1,RF,micro recall,0.4873000940733772,semantic,BioBERT,pretrained,mean,False,pca
2,RF,macro precision,0.303599558123346,semantic,BioBERT,pretrained,mean,False,pca
