base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6479591836734694,0.477892756349953,0.31839166922059936,0.2468845135527388
MLP,0.613682092555332,0.5738476011288806,0.5041344310707501,0.42628031294349233
logistic,0.6906474820143885,0.541862652869238,0.5493075991918617,0.3179802085427693
