base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6535031847133758,0.4825964252116651,0.35930129827826013,0.25265094725644077
MLP,0.6135351736420303,0.6481655691439323,0.5151989112403215,0.46067185384638
logistic,0.6633771929824561,0.5691439322671684,0.5649325197840258,0.39253623915897623
