base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6520618556701031,0.4760112888052681,0.3564970316269195,0.24726079421971633
MLP,0.6344676180021954,0.5437441204139228,0.5373091620288839,0.3836281776740592
logistic,0.6633771929824561,0.5691439322671684,0.5649325197840258,0.39253623915897623
