base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6343949044585987,0.4684854186265287,0.3573329951228513,0.24264894659120462
MLP,0.6167355371900827,0.561618062088429,0.4648009014431038,0.37932855217927186
logistic,0.6493212669683258,0.5399811853245532,0.5016726501000378,0.35964401374264365
