base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6257822277847309,0.4703668861712135,0.4034620339332843,0.24299212273640064
MLP,0.5650916104146577,0.5512699905926622,0.4138340520973661,0.3924848416507496
logistic,0.6391752577319587,0.5249294449670743,0.43192465248999146,0.30744426331227975
