base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6401564537157758,0.4619002822201317,0.3274979375689133,0.23673549738208238
MLP,0.590625,0.5333960489181562,0.42163287341457195,0.35841063874824663
logistic,0.6241970021413277,0.548447789275635,0.45170854173617225,0.3576250849627213
