base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6464379947229552,0.4609595484477893,0.41230968593191436,0.2377100562861018
MLP,0.6071055381400209,0.5465663217309501,0.4743362807355402,0.3788584567508756
logistic,0.6658795749704841,0.5305738476011289,0.4308974851902484,0.2939826017211161
