base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6256281407035176,0.4684854186265287,0.28325778449930905,0.2416444147441527
MLP,0.5906374501992032,0.5578551269990593,0.4250871723113814,0.384577233750686
logistic,0.6315217391304347,0.5465663217309501,0.48895025582980145,0.3564930804548553
