base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6566037735849056,0.49106302916274697,0.4235256254130425,0.258529383323769
MLP,0.6492307692307693,0.5954844778927564,0.5385103458658618,0.42214200027367677
logistic,0.7047387606318347,0.5456255879586077,0.6099952917354883,0.32265365983665195
