base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6601815823605707,0.47883349012229537,0.5419816544335424,0.25125802807817565
MLP,0.6400414937759336,0.5804327375352775,0.5189593816298399,0.4302220879575954
logistic,0.6837606837606838,0.5268109125117592,0.4760598459894286,0.2832514828665154
