base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.650375939849624,0.48824082784571965,0.43173465307066683,0.26262300604906347
MLP,0.6463022508038585,0.5672624647224835,0.4965055106545416,0.4070267629146047
logistic,0.7057471264367816,0.5776105362182502,0.6483631811320857,0.37093101350998686
