base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6307106598984772,0.46754468485418627,0.46986523146275627,0.2414954099691342
MLP,0.5783505154639176,0.5277516462841016,0.4248591319798177,0.34918367812547946
logistic,0.623463687150838,0.5249294449670743,0.5010211180561465,0.3343399726542734
