base classifier,micro precision,micro recall,macro precision,macro recall
RF,0.6348600508905853,0.46942615239887114,0.27823860209082596,0.23987223260774898
MLP,0.6319587628865979,0.5766698024459078,0.5712265439936811,0.40424301387501893
logistic,0.6845878136200717,0.5390404515522107,0.6388862108991902,0.30808229758522987
